,Date,Region,Product,Unit,Price
3298,2020-09-01,Pampeana,Huevos de gallina,Docena,133.95
3299,2020-09-01,Pampeana,Papa,kg,36.29
3300,2020-09-01,Pampeana,Azúcar,kg,67.38
3301,2020-09-01,Pampeana,Detergente líquido,750 cc,70.87
3302,2020-09-01,Pampeana,Lavandina,1.000 cc,49.87
3303,2020-09-01,Pampeana,Jabón de tocador,125 g,45.36
3304,2020-09-01,Noreste,Pan francés,kg,89.45
3305,2020-09-01,Noreste,Harina de trigo común,kg,50.59
3306,2020-09-01,Noreste,Arroz blanco simple,kg,86.52
3307,2020-09-01,Noreste,Fideos secos tipo guisero,500 g,52.76
3308,2020-09-01,Noreste,Carne picada común,kg,267.59
3309,2020-09-01,Noreste,Pollo entero,kg,123.99
3310,2020-09-01,Noreste,Aceite de girasol,"1,5 litros",181.85
3311,2020-09-01,Noreste,Leche fresca entera sachet,Litro,64.57
3312,2020-09-01,Noreste,Huevos de gallina,Docena,116.96
3313,2020-09-01,Noreste,Papa,kg,40.28
3314,2020-09-01,Noreste,Azúcar,kg,65.62
3315,2020-09-01,Noreste,Detergente líquido,750 cc,66.03
3316,2020-09-01,Noreste,Lavandina,1.000 cc,54.01
3317,2020-09-01,Noreste,Jabón de tocador,125 g,43.78
3318,2020-09-01,Noroeste,Pan francés,kg,96.34
3319,2020-09-01,Noroeste,Harina de trigo común,kg,48.23
3320,2020-09-01,Noroeste,Arroz blanco simple,kg,81.28
3321,2020-09-01,Noroeste,Fideos secos tipo guisero,500 g,49.65
3322,2020-09-01,Noroeste,Carne picada común,kg,261.02
3323,2020-09-01,Noroeste,Pollo entero,kg,118.67
3324,2020-09-01,Noroeste,Aceite de girasol,"1,5 litros",173.2
3325,2020-09-01,Noroeste,Leche fresca entera sachet,Litro,65.07
3326,2020-09-01,Noroeste,Huevos de gallina,Docena,126.31
3327,2020-09-01,Noroeste,Papa,kg,30.99
3328,2020-09-01,Noroeste,Azúcar,kg,61.02
3329,2020-09-01,Noroeste,Detergente líquido,750 cc,69.12
3330,2020-09-01,Noroeste,Lavandina,1.000 cc,52.45
3331,2020-09-01,Noroeste,Jabón de tocador,125 g,45.19
3332,2020-09-01,Cuyo,Pan francés,kg,88.86
3333,2020-09-01,Cuyo,Harina de trigo común,kg,48.98
3334,2020-09-01,Cuyo,Arroz blanco simple,kg,86.45
3335,2020-09-01,Cuyo,Fideos secos tipo guisero,500 g,57.45
3336,2020-09-01,Cuyo,Carne picada común,kg,235.02
3337,2020-09-01,Cuyo,Pollo entero,kg,124.76
3338,2020-09-01,Cuyo,Aceite de girasol,"1,5 litros",164.46
3339,2020-09-01,Cuyo,Leche fresca entera sachet,Litro,65.22
3340,2020-09-01,Cuyo,Huevos de gallina,Docena,131.4
3341,2020-09-01,Cuyo,Papa,kg,35.4
3342,2020-09-01,Cuyo,Azúcar,kg,63.59
3343,2020-09-01,Cuyo,Detergente líquido,750 cc,70.45
3344,2020-09-01,Cuyo,Lavandina,1.000 cc,49.48
3345,2020-09-01,Cuyo,Jabón de tocador,125 g,47.34
3346,2020-09-01,Patagonia,Pan francés,kg,124.71
3347,2020-09-01,Patagonia,Harina de trigo común,kg,52.95
3348,2020-09-01,Patagonia,Arroz blanco simple,kg,84.15
3349,2020-09-01,Patagonia,Fideos secos tipo guisero,500 g,65.73
3350,2020-09-01,Patagonia,Carne picada común,kg,322.1
3351,2020-09-01,Patagonia,Pollo entero,kg,129.91
3352,2020-09-01,Patagonia,Aceite de girasol,"1,5 litros",165.54
3353,2020-09-01,Patagonia,Leche fresca entera sachet,Litro,64.43
3354,2020-09-01,Patagonia,Huevos de gallina,Docena,142.13
3355,2020-09-01,Patagonia,Papa,kg,50.66
3356,2020-09-01,Patagonia,Azúcar,kg,68.74
3357,2020-09-01,Patagonia,Detergente líquido,750 cc,119.34
3358,2020-09-01,Patagonia,Lavandina,1.000 cc,51.25
3359,2020-09-01,Patagonia,Jabón de tocador,125 g,50.5
3360,2020-10-01,GBA,Pan francés,kg,132.1
3361,2020-10-01,GBA,Harina de trigo común,kg,47.66
3362,2020-10-01,GBA,Arroz blanco simple,kg,80.55
3363,2020-10-01,GBA,Fideos secos tipo guisero,500 g,60.39
3364,2020-10-01,GBA,Carne picada común,kg,254.61
3365,2020-10-01,GBA,Pollo entero,kg,132.42
3366,2020-10-01,GBA,Aceite de girasol,"1,5 litros",170.81
3367,2020-10-01,GBA,Leche fresca entera sachet,Litro,57.05
3368,2020-10-01,GBA,Huevos de gallina,Docena,125.97
3369,2020-10-01,GBA,Papa,kg,49.21
3370,2020-10-01,GBA,Azúcar,kg,65.15
3371,2020-10-01,GBA,Detergente líquido,750 cc,69.94
3372,2020-10-01,GBA,Lavandina,1.000 cc,54.87
3373,2020-10-01,GBA,Jabón de tocador,125 g,46.2
3374,2020-10-01,Pampeana,Pan francés,kg,106.46
3375,2020-10-01,Pampeana,Harina de trigo común,kg,50.24
3376,2020-10-01,Pampeana,Arroz blanco simple,kg,87.8
3377,2020-10-01,Pampeana,Fideos secos tipo guisero,500 g,58.7
3378,2020-10-01,Pampeana,Carne picada común,kg,267.62
3379,2020-10-01,Pampeana,Pollo entero,kg,136.65
3380,2020-10-01,Pampeana,Aceite de girasol,"1,5 litros",183.27
3381,2020-10-01,Pampeana,Leche fresca entera sachet,Litro,63.82
3382,2020-10-01,Pampeana,Huevos de gallina,Docena,135.56
3383,2020-10-01,Pampeana,Papa,kg,48.76
3384,2020-10-01,Pampeana,Azúcar,kg,67.76
3385,2020-10-01,Pampeana,Detergente líquido,750 cc,72.03
3386,2020-10-01,Pampeana,Lavandina,1.000 cc,50.94
3387,2020-10-01,Pampeana,Jabón de tocador,125 g,46.57
3388,2020-10-01,Noreste,Pan francés,kg,92.31
3389,2020-10-01,Noreste,Harina de trigo común,kg,50.43
3390,2020-10-01,Noreste,Arroz blanco simple,kg,89.88
3391,2020-10-01,Noreste,Fideos secos tipo guisero,500 g,52.86
3392,2020-10-01,Noreste,Carne picada común,kg,273.54
3393,2020-10-01,Noreste,Pollo entero,kg,128.79
3394,2020-10-01,Noreste,Aceite de girasol,"1,5 litros",195.94
3395,2020-10-01,Noreste,Leche fresca entera sachet,Litro,65.22
3396,2020-10-01,Noreste,Huevos de gallina,Docena,122.6
3397,2020-10-01,Noreste,Papa,kg,47.89
3398,2020-10-01,Noreste,Azúcar,kg,65.46
3399,2020-10-01,Noreste,Detergente líquido,750 cc,67.82
3400,2020-10-01,Noreste,Lavandina,1.000 cc,55.05
3401,2020-10-01,Noreste,Jabón de tocador,125 g,44.79
3402,2020-10-01,Noroeste,Pan francés,kg,99.29
3403,2020-10-01,Noroeste,Harina de trigo común,kg,49.73
3404,2020-10-01,Noroeste,Arroz blanco simple,kg,82.4
3405,2020-10-01,Noroeste,Fideos secos tipo guisero,500 g,50.55
3406,2020-10-01,Noroeste,Carne picada común,kg,273.59
3407,2020-10-01,Noroeste,Pollo entero,kg,125.87
3408,2020-10-01,Noroeste,Aceite de girasol,"1,5 litros",188.39
3409,2020-10-01,Noroeste,Leche fresca entera sachet,Litro,65.99
3410,2020-10-01,Noroeste,Huevos de gallina,Docena,127.05
3411,2020-10-01,Noroeste,Papa,kg,40.52
3412,2020-10-01,Noroeste,Azúcar,kg,61.62
3413,2020-10-01,Noroeste,Detergente líquido,750 cc,71.86
3414,2020-10-01,Noroeste,Lavandina,1.000 cc,54.18
3415,2020-10-01,Noroeste,Jabón de tocador,125 g,46.44
3416,2020-10-01,Cuyo,Pan francés,kg,91.65
3417,2020-10-01,Cuyo,Harina de trigo común,kg,49.1
3418,2020-10-01,Cuyo,Arroz blanco simple,kg,90.87
3419,2020-10-01,Cuyo,Fideos secos tipo guisero,500 g,58.91
3420,2020-10-01,Cuyo,Carne picada común,kg,239.23
3421,2020-10-01,Cuyo,Pollo entero,kg,131.63
3422,2020-10-01,Cuyo,Aceite de girasol,"1,5 litros",184.86
3423,2020-10-01,Cuyo,Leche fresca entera sachet,Litro,66.2
3424,2020-10-01,Cuyo,Huevos de gallina,Docena,132.12
3425,2020-10-01,Cuyo,Papa,kg,48.65
3426,2020-10-01,Cuyo,Azúcar,kg,63.81
3427,2020-10-01,Cuyo,Detergente líquido,750 cc,72.66
3428,2020-10-01,Cuyo,Lavandina,1.000 cc,50.78
3429,2020-10-01,Cuyo,Jabón de tocador,125 g,49.15
3430,2020-10-01,Patagonia,Pan francés,kg,129.22
3431,2020-10-01,Patagonia,Harina de trigo común,kg,53.5
3432,2020-10-01,Patagonia,Arroz blanco simple,kg,84.87
3433,2020-10-01,Patagonia,Fideos secos tipo guisero,500 g,67.95
3434,2020-10-01,Patagonia,Carne picada común,kg,331.91
3435,2020-10-01,Patagonia,Pollo entero,kg,132.62
3436,2020-10-01,Patagonia,Aceite de girasol,"1,5 litros",175.3
3437,2020-10-01,Patagonia,Leche fresca entera sachet,Litro,64.63
3438,2020-10-01,Patagonia,Huevos de gallina,Docena,145.45
3439,2020-10-01,Patagonia,Papa,kg,62.96
3440,2020-10-01,Patagonia,Azúcar,kg,68.88
3441,2020-10-01,Patagonia,Detergente líquido,750 cc,118.7
3442,2020-10-01,Patagonia,Lavandina,1.000 cc,52.37
3443,2020-10-01,Patagonia,Jabón de tocador,125 g,50.96
3444,2020-11-01,GBA,Pan francés,kg,138.31
3445,2020-11-01,GBA,Harina de trigo común,kg,45.17
3446,2020-11-01,GBA,Arroz blanco simple,kg,80.9
3447,2020-11-01,GBA,Fideos secos tipo guisero,500 g,61.54
3448,2020-11-01,GBA,Carne picada común,kg,271.41
3449,2020-11-01,GBA,Pollo entero,kg,133.55
3450,2020-11-01,GBA,Aceite de girasol,"1,5 litros",177.75
3451,2020-11-01,GBA,Leche fresca entera sachet,Litro,57.45
3452,2020-11-01,GBA,Huevos de gallina,Docena,125.86
3453,2020-11-01,GBA,Papa,kg,57.26
3454,2020-11-01,GBA,Azúcar,kg,64.48
3455,2020-11-01,GBA,Detergente líquido,750 cc,70.73
3456,2020-11-01,GBA,Lavandina,1.000 cc,53.95
3457,2020-11-01,GBA,Jabón de tocador,125 g,47.16
3458,2020-11-01,Pampeana,Pan francés,kg,109.65
3459,2020-11-01,Pampeana,Harina de trigo común,kg,50.98
3460,2020-11-01,Pampeana,Arroz blanco simple,kg,91.78
3461,2020-11-01,Pampeana,Fideos secos tipo guisero,500 g,60.2
3462,2020-11-01,Pampeana,Carne picada común,kg,280.53
3463,2020-11-01,Pampeana,Pollo entero,kg,139.89
3464,2020-11-01,Pampeana,Aceite de girasol,"1,5 litros",194.22
3465,2020-11-01,Pampeana,Leche fresca entera sachet,Litro,64.52
3466,2020-11-01,Pampeana,Huevos de gallina,Docena,138.22
3467,2020-11-01,Pampeana,Papa,kg,60.13
3468,2020-11-01,Pampeana,Azúcar,kg,67.69
3469,2020-11-01,Pampeana,Detergente líquido,750 cc,74.53
3470,2020-11-01,Pampeana,Lavandina,1.000 cc,51.22
3471,2020-11-01,Pampeana,Jabón de tocador,125 g,47.42
3472,2020-11-01,Noreste,Pan francés,kg,94.82
3473,2020-11-01,Noreste,Harina de trigo común,kg,51.32
3474,2020-11-01,Noreste,Arroz blanco simple,kg,93.16
3475,2020-11-01,Noreste,Fideos secos tipo guisero,500 g,53.65
3476,2020-11-01,Noreste,Carne picada común,kg,285.65
3477,2020-11-01,Noreste,Pollo entero,kg,133.12
3478,2020-11-01,Noreste,Aceite de girasol,"1,5 litros",215.08
3479,2020-11-01,Noreste,Leche fresca entera sachet,Litro,66.72
3480,2020-11-01,Noreste,Huevos de gallina,Docena,128.66
3481,2020-11-01,Noreste,Papa,kg,59.04
3482,2020-11-01,Noreste,Azúcar,kg,65.83
3483,2020-11-01,Noreste,Detergente líquido,750 cc,70.3
3484,2020-11-01,Noreste,Lavandina,1.000 cc,55.49
3485,2020-11-01,Noreste,Jabón de tocador,125 g,45.7
3486,2020-11-01,Noroeste,Pan francés,kg,103.94
3487,2020-11-01,Noroeste,Harina de trigo común,kg,50.76
3488,2020-11-01,Noroeste,Arroz blanco simple,kg,86.04
3489,2020-11-01,Noroeste,Fideos secos tipo guisero,500 g,51.85
3490,2020-11-01,Noroeste,Carne picada común,kg,287.55
3491,2020-11-01,Noroeste,Pollo entero,kg,129.21
3492,2020-11-01,Noroeste,Aceite de girasol,"1,5 litros",199.08
3493,2020-11-01,Noroeste,Leche fresca entera sachet,Litro,67.29
3494,2020-11-01,Noroeste,Huevos de gallina,Docena,127.5
3495,2020-11-01,Noroeste,Papa,kg,46.17
3496,2020-11-01,Noroeste,Azúcar,kg,62.09
3497,2020-11-01,Noroeste,Detergente líquido,750 cc,74.47
3498,2020-11-01,Noroeste,Lavandina,1.000 cc,55.37
3499,2020-11-01,Noroeste,Jabón de tocador,125 g,46.96
3500,2020-11-01,Cuyo,Pan francés,kg,95.14
3501,2020-11-01,Cuyo,Harina de trigo común,kg,50.24
3502,2020-11-01,Cuyo,Arroz blanco simple,kg,95.19
3503,2020-11-01,Cuyo,Fideos secos tipo guisero,500 g,60.78
3504,2020-11-01,Cuyo,Carne picada común,kg,258.75
3505,2020-11-01,Cuyo,Pollo entero,kg,138.14
3506,2020-11-01,Cuyo,Aceite de girasol,"1,5 litros",200.37
3507,2020-11-01,Cuyo,Leche fresca entera sachet,Litro,66.89
3508,2020-11-01,Cuyo,Huevos de gallina,Docena,130.12
3509,2020-11-01,Cuyo,Papa,kg,59.77
3510,2020-11-01,Cuyo,Azúcar,kg,64.57
3511,2020-11-01,Cuyo,Detergente líquido,750 cc,73.28
3512,2020-11-01,Cuyo,Lavandina,1.000 cc,50.64
3513,2020-11-01,Cuyo,Jabón de tocador,125 g,50.12
3514,2020-11-01,Patagonia,Pan francés,kg,134.2
3515,2020-11-01,Patagonia,Harina de trigo común,kg,55.6
3516,2020-11-01,Patagonia,Arroz blanco simple,kg,90.42
3517,2020-11-01,Patagonia,Fideos secos tipo guisero,500 g,68.65
3518,2020-11-01,Patagonia,Carne picada común,kg,354.2
3519,2020-11-01,Patagonia,Pollo entero,kg,135.46
3520,2020-11-01,Patagonia,Aceite de girasol,"1,5 litros",182.96
3521,2020-11-01,Patagonia,Leche fresca entera sachet,Litro,65.53
3522,2020-11-01,Patagonia,Huevos de gallina,Docena,146.92
3523,2020-11-01,Patagonia,Papa,kg,70.43
3524,2020-11-01,Patagonia,Azúcar,kg,70.17
3525,2020-11-01,Patagonia,Detergente líquido,750 cc,121.02
3526,2020-11-01,Patagonia,Lavandina,1.000 cc,52.46
3527,2020-11-01,Patagonia,Jabón de tocador,125 g,52.58
3528,2020-12-01,GBA,Pan francés,kg,140.13
3529,2020-12-01,GBA,Harina de trigo común,kg,42.55
3530,2020-12-01,GBA,Arroz blanco simple,kg,81.76
3531,2020-12-01,GBA,Fideos secos tipo guisero,500 g,60.87
3532,2020-12-01,GBA,Carne picada común,kg,300.9
3533,2020-12-01,GBA,Pollo entero,kg,154.99
3534,2020-12-01,GBA,Aceite de girasol,"1,5 litros",181.9
3535,2020-12-01,GBA,Leche fresca entera sachet,Litro,57.3
3536,2020-12-01,GBA,Huevos de gallina,Docena,126.16
3537,2020-12-01,GBA,Papa,kg,61.1
3538,2020-12-01,GBA,Azúcar,kg,66.12
3539,2020-12-01,GBA,Detergente líquido,750 cc,73.04
3540,2020-12-01,GBA,Lavandina,1.000 cc,54.48
3541,2020-12-01,GBA,Jabón de tocador,125 g,47.4
3542,2020-12-01,Pampeana,Pan francés,kg,112.74
3543,2020-12-01,Pampeana,Harina de trigo común,kg,51.55
3544,2020-12-01,Pampeana,Arroz blanco simple,kg,94.46
3545,2020-12-01,Pampeana,Fideos secos tipo guisero,500 g,60.32
3546,2020-12-01,Pampeana,Carne picada común,kg,328.31
3547,2020-12-01,Pampeana,Pollo entero,kg,159.02
3548,2020-12-01,Pampeana,Aceite de girasol,"1,5 litros",202.74
3549,2020-12-01,Pampeana,Leche fresca entera sachet,Litro,65.09
3550,2020-12-01,Pampeana,Huevos de gallina,Docena,140.19
3551,2020-12-01,Pampeana,Papa,kg,62.34
3552,2020-12-01,Pampeana,Azúcar,kg,68.2
3553,2020-12-01,Pampeana,Detergente líquido,750 cc,77.14
3554,2020-12-01,Pampeana,Lavandina,1.000 cc,51.6
3555,2020-12-01,Pampeana,Jabón de tocador,125 g,47.86
3556,2020-12-01,Noreste,Pan francés,kg,97.9
3557,2020-12-01,Noreste,Harina de trigo común,kg,52.2
3558,2020-12-01,Noreste,Arroz blanco simple,kg,95.33
3559,2020-12-01,Noreste,Fideos secos tipo guisero,500 g,54.4
3560,2020-12-01,Noreste,Carne picada común,kg,351.78
3561,2020-12-01,Noreste,Pollo entero,kg,156.36
3562,2020-12-01,Noreste,Aceite de girasol,"1,5 litros",229.66
3563,2020-12-01,Noreste,Leche fresca entera sachet,Litro,67.27
3564,2020-12-01,Noreste,Huevos de gallina,Docena,134.15
3565,2020-12-01,Noreste,Papa,kg,63.77
3566,2020-12-01,Noreste,Azúcar,kg,66.89
3567,2020-12-01,Noreste,Detergente líquido,750 cc,71.61
3568,2020-12-01,Noreste,Lavandina,1.000 cc,55.0
3569,2020-12-01,Noreste,Jabón de tocador,125 g,46.37
3570,2020-12-01,Noroeste,Pan francés,kg,104.96
3571,2020-12-01,Noroeste,Harina de trigo común,kg,51.5
3572,2020-12-01,Noroeste,Arroz blanco simple,kg,88.47
3573,2020-12-01,Noroeste,Fideos secos tipo guisero,500 g,53.27
3574,2020-12-01,Noroeste,Carne picada común,kg,327.2
3575,2020-12-01,Noroeste,Pollo entero,kg,149.56
3576,2020-12-01,Noroeste,Aceite de girasol,"1,5 litros",215.17
3577,2020-12-01,Noroeste,Leche fresca entera sachet,Litro,68.57
3578,2020-12-01,Noroeste,Huevos de gallina,Docena,127.36
3579,2020-12-01,Noroeste,Papa,kg,49.5
3580,2020-12-01,Noroeste,Azúcar,kg,62.38
3581,2020-12-01,Noroeste,Detergente líquido,750 cc,74.87
3582,2020-12-01,Noroeste,Lavandina,1.000 cc,55.3
3583,2020-12-01,Noroeste,Jabón de tocador,125 g,48.58
3584,2020-12-01,Cuyo,Pan francés,kg,96.58
3585,2020-12-01,Cuyo,Harina de trigo común,kg,51.01
3586,2020-12-01,Cuyo,Arroz blanco simple,kg,92.83
3587,2020-12-01,Cuyo,Fideos secos tipo guisero,500 g,59.6
3588,2020-12-01,Cuyo,Carne picada común,kg,321.53
3589,2020-12-01,Cuyo,Pollo entero,kg,160.58
3590,2020-12-01,Cuyo,Aceite de girasol,"1,5 litros",206.82
3591,2020-12-01,Cuyo,Leche fresca entera sachet,Litro,67.58
3592,2020-12-01,Cuyo,Huevos de gallina,Docena,130.8
3593,2020-12-01,Cuyo,Papa,kg,57.05
3594,2020-12-01,Cuyo,Azúcar,kg,65.13
3595,2020-12-01,Cuyo,Detergente líquido,750 cc,74.64
3596,2020-12-01,Cuyo,Lavandina,1.000 cc,50.84
3597,2020-12-01,Cuyo,Jabón de tocador,125 g,50.63
3598,2020-12-01,Patagonia,Pan francés,kg,140.08
3599,2020-12-01,Patagonia,Harina de trigo común,kg,55.92
3600,2020-12-01,Patagonia,Arroz blanco simple,kg,92.8
3601,2020-12-01,Patagonia,Fideos secos tipo guisero,500 g,68.74
3602,2020-12-01,Patagonia,Carne picada común,kg,380.52
3603,2020-12-01,Patagonia,Pollo entero,kg,147.66
3604,2020-12-01,Patagonia,Aceite de girasol,"1,5 litros",188.92
3605,2020-12-01,Patagonia,Leche fresca entera sachet,Litro,67.32
3606,2020-12-01,Patagonia,Huevos de gallina,Docena,148.85
3607,2020-12-01,Patagonia,Papa,kg,75.33
3608,2020-12-01,Patagonia,Azúcar,kg,69.53
3609,2020-12-01,Patagonia,Detergente líquido,750 cc,124.82
3610,2020-12-01,Patagonia,Lavandina,1.000 cc,54.13
3611,2020-12-01,Patagonia,Jabón de tocador,125 g,52.88
3612,2021-01-01,GBA,Pan francés,kg,145.61
3613,2021-01-01,GBA,Harina de trigo común,kg,43.62
3614,2021-01-01,GBA,Arroz blanco simple,kg,81.53
3615,2021-01-01,GBA,Fideos secos tipo guisero,500 g,61.51
3616,2021-01-01,GBA,Carne picada común,kg,313.33
3617,2021-01-01,GBA,Pollo entero,kg,160.99
3618,2021-01-01,GBA,Aceite de girasol,"1,5 litros",190.11
3619,2021-01-01,GBA,Leche fresca entera sachet,Litro,58.0
3620,2021-01-01,GBA,Huevos de gallina,Docena,127.31
3621,2021-01-01,GBA,Papa,kg,59.7
3622,2021-01-01,GBA,Azúcar,kg,66.78
3623,2021-01-01,GBA,Detergente líquido,750 cc,75.03
3624,2021-01-01,GBA,Lavandina,1.000 cc,54.46
3625,2021-01-01,GBA,Jabón de tocador,125 g,47.08
3626,2021-01-01,Pampeana,Pan francés,kg,118.71
3627,2021-01-01,Pampeana,Harina de trigo común,kg,52.42
3628,2021-01-01,Pampeana,Arroz blanco simple,kg,97.75
3629,2021-01-01,Pampeana,Fideos secos tipo guisero,500 g,61.52
3630,2021-01-01,Pampeana,Carne picada común,kg,356.34
3631,2021-01-01,Pampeana,Pollo entero,kg,175.88
3632,2021-01-01,Pampeana,Aceite de girasol,"1,5 litros",217.83
3633,2021-01-01,Pampeana,Leche fresca entera sachet,Litro,66.19
3634,2021-01-01,Pampeana,Huevos de gallina,Docena,140.01
3635,2021-01-01,Pampeana,Papa,kg,63.27
3636,2021-01-01,Pampeana,Azúcar,kg,68.31
3637,2021-01-01,Pampeana,Detergente líquido,750 cc,78.44
3638,2021-01-01,Pampeana,Lavandina,1.000 cc,52.91
3639,2021-01-01,Pampeana,Jabón de tocador,125 g,48.7
3640,2021-01-01,Noreste,Pan francés,kg,100.97
3641,2021-01-01,Noreste,Harina de trigo común,kg,52.24
3642,2021-01-01,Noreste,Arroz blanco simple,kg,97.69
3643,2021-01-01,Noreste,Fideos secos tipo guisero,500 g,54.93
3644,2021-01-01,Noreste,Carne picada común,kg,386.21
3645,2021-01-01,Noreste,Pollo entero,kg,177.51
3646,2021-01-01,Noreste,Aceite de girasol,"1,5 litros",251.36
3647,2021-01-01,Noreste,Leche fresca entera sachet,Litro,69.35
3648,2021-01-01,Noreste,Huevos de gallina,Docena,134.69
3649,2021-01-01,Noreste,Papa,kg,64.62
3650,2021-01-01,Noreste,Azúcar,kg,67.67
3651,2021-01-01,Noreste,Detergente líquido,750 cc,72.3
3652,2021-01-01,Noreste,Lavandina,1.000 cc,57.33
3653,2021-01-01,Noreste,Jabón de tocador,125 g,46.39
3654,2021-01-01,Noroeste,Pan francés,kg,107.25
3655,2021-01-01,Noroeste,Harina de trigo común,kg,52.0
3656,2021-01-01,Noroeste,Arroz blanco simple,kg,93.34
3657,2021-01-01,Noroeste,Fideos secos tipo guisero,500 g,54.09
3658,2021-01-01,Noroeste,Carne picada común,kg,355.0
3659,2021-01-01,Noroeste,Pollo entero,kg,165.5
3660,2021-01-01,Noroeste,Aceite de girasol,"1,5 litros",228.08
3661,2021-01-01,Noroeste,Leche fresca entera sachet,Litro,69.28
3662,2021-01-01,Noroeste,Huevos de gallina,Docena,127.24
3663,2021-01-01,Noroeste,Papa,kg,51.95
3664,2021-01-01,Noroeste,Azúcar,kg,63.27
3665,2021-01-01,Noroeste,Detergente líquido,750 cc,78.08
3666,2021-01-01,Noroeste,Lavandina,1.000 cc,55.54
3667,2021-01-01,Noroeste,Jabón de tocador,125 g,49.3
3668,2021-01-01,Cuyo,Pan francés,kg,100.68
3669,2021-01-01,Cuyo,Harina de trigo común,kg,52.51
3670,2021-01-01,Cuyo,Arroz blanco simple,kg,100.19
3671,2021-01-01,Cuyo,Fideos secos tipo guisero,500 g,61.06
3672,2021-01-01,Cuyo,Carne picada común,kg,346.85
3673,2021-01-01,Cuyo,Pollo entero,kg,177.49
3674,2021-01-01,Cuyo,Aceite de girasol,"1,5 litros",218.17
3675,2021-01-01,Cuyo,Leche fresca entera sachet,Litro,69.11
3676,2021-01-01,Cuyo,Huevos de gallina,Docena,131.88
3677,2021-01-01,Cuyo,Papa,kg,57.24
3678,2021-01-01,Cuyo,Azúcar,kg,65.97
3679,2021-01-01,Cuyo,Detergente líquido,750 cc,78.43
3680,2021-01-01,Cuyo,Lavandina,1.000 cc,53.23
3681,2021-01-01,Cuyo,Jabón de tocador,125 g,50.67
3682,2021-01-01,Patagonia,Pan francés,kg,141.63
3683,2021-01-01,Patagonia,Harina de trigo común,kg,56.15
3684,2021-01-01,Patagonia,Arroz blanco simple,kg,98.51
3685,2021-01-01,Patagonia,Fideos secos tipo guisero,500 g,68.99
3686,2021-01-01,Patagonia,Carne picada común,kg,393.62
3687,2021-01-01,Patagonia,Pollo entero,kg,162.76
3688,2021-01-01,Patagonia,Aceite de girasol,"1,5 litros",201.44
3689,2021-01-01,Patagonia,Leche fresca entera sachet,Litro,67.8
3690,2021-01-01,Patagonia,Huevos de gallina,Docena,149.08
3691,2021-01-01,Patagonia,Papa,kg,75.15
3692,2021-01-01,Patagonia,Azúcar,kg,70.99
3693,2021-01-01,Patagonia,Detergente líquido,750 cc,136.63
3694,2021-01-01,Patagonia,Lavandina,1.000 cc,54.46
3695,2021-01-01,Patagonia,Jabón de tocador,125 g,54.18
3696,2021-02-01,GBA,Pan francés,kg,151.12
3697,2021-02-01,GBA,Harina de trigo común,kg,45.06
3698,2021-02-01,GBA,Arroz blanco simple,kg,81.61
3699,2021-02-01,GBA,Fideos secos tipo guisero,500 g,64.04
3700,2021-02-01,GBA,Carne picada común,kg,327.65
3701,2021-02-01,GBA,Pollo entero,kg,168.6
3702,2021-02-01,GBA,Aceite de girasol,"1,5 litros",192.1
3703,2021-02-01,GBA,Leche fresca entera sachet,Litro,62.05
3704,2021-02-01,GBA,Huevos de gallina,Docena,127.51
3705,2021-02-01,GBA,Papa,kg,59.67
3706,2021-02-01,GBA,Azúcar,kg,68.58
3707,2021-02-01,GBA,Detergente líquido,750 cc,77.05
3708,2021-02-01,GBA,Lavandina,1.000 cc,54.75
3709,2021-02-01,GBA,Jabón de tocador,125 g,50.13
3710,2021-02-01,Pampeana,Pan francés,kg,124.95
3711,2021-02-01,Pampeana,Harina de trigo común,kg,53.53
3712,2021-02-01,Pampeana,Arroz blanco simple,kg,100.81
3713,2021-02-01,Pampeana,Fideos secos tipo guisero,500 g,63.11
3714,2021-02-01,Pampeana,Carne picada común,kg,365.57
3715,2021-02-01,Pampeana,Pollo entero,kg,183.49
3716,2021-02-01,Pampeana,Aceite de girasol,"1,5 litros",239.99
3717,2021-02-01,Pampeana,Leche fresca entera sachet,Litro,69.97
3718,2021-02-01,Pampeana,Huevos de gallina,Docena,140.12
3719,2021-02-01,Pampeana,Papa,kg,59.27
3720,2021-02-01,Pampeana,Azúcar,kg,69.38
3721,2021-02-01,Pampeana,Detergente líquido,750 cc,83.24
3722,2021-02-01,Pampeana,Lavandina,1.000 cc,52.45
3723,2021-02-01,Pampeana,Jabón de tocador,125 g,50.67
3724,2021-02-01,Noreste,Pan francés,kg,106.07
3725,2021-02-01,Noreste,Harina de trigo común,kg,53.51
3726,2021-02-01,Noreste,Arroz blanco simple,kg,102.93
3727,2021-02-01,Noreste,Fideos secos tipo guisero,500 g,56.47
3728,2021-02-01,Noreste,Carne picada común,kg,389.5
3729,2021-02-01,Noreste,Pollo entero,kg,184.07
3730,2021-02-01,Noreste,Aceite de girasol,"1,5 litros",298.0
3731,2021-02-01,Noreste,Leche fresca entera sachet,Litro,75.75
3732,2021-02-01,Noreste,Huevos de gallina,Docena,133.86
3733,2021-02-01,Noreste,Papa,kg,61.5
3734,2021-02-01,Noreste,Azúcar,kg,69.87
3735,2021-02-01,Noreste,Detergente líquido,750 cc,75.16
3736,2021-02-01,Noreste,Lavandina,1.000 cc,60.04
3737,2021-02-01,Noreste,Jabón de tocador,125 g,48.39
